Word,Abbreviation,Alt Abbreviation,Prime,Modifier -1,Modifier -2,Class,Definition,Create Date
Unit Per Transaction,UPT,UPT,,X,X,,Used in online grocery for measuring the average unit quantity per order transaction,
United,UNTD,,,,,,,
Universal,UNIV,UNIV,,X,X,,Global,
Universal Product Code,UPC,,,X,X,,,
Universal Unique Identifier,UUID,UUID,,X,X,,,
University,UNIV,,,,,,,
Unknown,UNKNO,,,,,,,
Unleaded,UNLED,,,,,,,
Unlimited,UNLTD,UNLTD,,X,X,,Unlimited as in without an upperbound.,
Unload,UNLOD,,,,,,,
Unmatched,UNMAT,,,,,,,
Unpaid,UNPD,,,,,,,
Unpublished,UNPUB,UNPUB,,X,X,,,
Unreasonable,UNRSN,UNRSN,,X,X,,,
Unscheduled,USCHL,,,,,,,
Unsigned,UNSGN,,,,,,,
Unsorted,UNSRT,,,,,,,
Unstring,UNSTG,,,,,,,
Unsuccessful,UNSUCC,UNSUCC,,X,X,,,
Unsupported,UNSPT,,,,,,,
Unused,UNUSD,,,,,,,
Upcharge,UPCHRG,,,,,,,
Update,UPD,UPD,,X,X,,,
Updated,UPD,UPD,,X,X,,,
Upgrade,UPGRADE,UPGR,,X,X,,,
Upgrade Downgrade Call,UDC,UDC,,X,X,,"Upgrade Downgrade Calls are made from the Ship Nodes to adjust the Carrier Method, Expected Shipment and Delivery Datetime of the Package",
Upholsterer,UPHLR,,,,,,,
Upholstery,UPHLR,,,,,,,
Upon,UPON,,,,,,,
Upper,UPPER,,,,,,,
Upward,UPWD,,,,,,,
Uranium,URNM,,,,,,,
Urban,URB,URB,,X,X,,Urban area as in a geography.,
Urology,URO,,,,,,,
Usage,USAG,,,,,,,
Use,USE,,,,,,,
Used,USE,,,,,,,
User,USER,USER,,X,X,,A reserved word in Teradata.  Do not use by itself,
User Identification,USERID,USERID,,,X,X,Identifying code assigned to a person for security purposes.  E.g. AGENT_USERID,
Users,USERS,,,,,,,
Using,USE,,,,,,,
Utility,UTIL,UTIL,,X,X,,,
Utilization,UTIL,UTIL,,X,X,,,
Utilize,UTIL,,,,,,,
Vacation,VACTN,,,,,,,
Vacuum,VAC,,,,,,,
Valid,VALID,,,,,,,
Validate,VALDT,,,,,,,
Validation,VALID,VALID,,X,X,,,
Validity,VALID,,,,,,,
Valley,VLY,,,,,,,
Valuation,VALN,,,,,,,
Value,VAL,VAL,,X,X,X,"A system assigned amount, number or text that is often used by the business.    E.g. FRAUD_SCORE_VAL",
Valve,VALVE,,,,,,,
Vapor,VAPOR,,,,,,,
Variable,VAR,VAR,,X,X,,,
Variables,VAR,VAR,,X,X,,,
Variance,VAR,VAR,,X,X,,Statistical variance.,
Variant,VAR,VAR,,X,X,,A different style of a product.,3/19/2018
Variety,VRTY,,,,,,,
Various,VARIS,,,,,,,
VAT,VAT,,,,,,,
Vault,VLT,,,,,,,
Vectordirectorynumber,VDN,VDN,,X,X,,Vector director number is a routing terminology in telephony.,
Vegetable,VEG,,,,,,,
Vehicle,VEH,VEH,,X,X,,Vehicle.,
Velocity,VEL,,,,,,,
Vending,VNDNG,,,,,,,
Vendor,VEND,VEND,X,,,,,
Vendor Pack,VNPK,,X,,,,,
Vendors,VEND,,,,,,,
Ventilating,VENT,,,,,,,
Verbal,VERBL,,,,,,,
Verification,VERIF,,,,,,,
Verify,VERIF,,,,,,,
Verified,VERIF,,,X,X,,,
Version,VER,VER,,X,X,,,
Vertical,Vertical,Vertical,,X,X,,,
Vessel,VESSL,,,,,,,
Vested,VESTD,,,,,,,
Vesting,VESTG,,,,,,,
Veteran,VET,,,,,,,
Via,VIA,,,,,,,
Viaduct,VIA,,,,,,,
Vibration,VIBR,,,,,,,
Victory,VCTRY,,,,,,,
Video,VID,,,,,,,
Viking,VKG,,,,,,,
Village,VLG,,,,,,,
Violation,VIOLA,,,,,,,
Visa,VISA,,,,,,,
Viscosity,VISC,,,,,,,
Vision,VISN,,,,,,,
Visit,VISIT,VISIT,,X,X,,An act of going or coming to see.,
Visiting,VISIT,VISIT,,X,X,,Transitive of the verb,
Visitor,VISITOR,VISITOR,,X,X,,Noun of the verb visit.,
Visual,VISL,,,,,,,
Vocation,VOCN,,,,,,,
Void,VOID,,,,,,,
Voided,VOID,,,,,,,
Voltage,VOLT,,,,,,,
Volume,VOL,VOL,,X,X,,The capacity of an object to hold something.,
Vouched,VOUCD,,,,,,,
Voucher,VOUCH,,,,,,,
Voyage,VOYAG,,,,,,,
Wage,WAGE,,,,,,,
Wages,WAGES,,,,,,,
Wagon,WAGON,,,,,,,
Wait,WAIT,,,,,,,
Waiting,WAITG,,,,,,,
Waive,WAVE,,,,,,,
Waiver,WAVE,,,,,,,
Walkway,WLKWY,,,,,,,
Wallpaper,WALPR,,,,,,,
Walmart,WM,WM,X,,,,,
WalMart Identification Number,WIN,,,,,,,
Wal-Mart Identification Number,WIN,,,,,,,
Walmart Pre Mark,WPM,,X,X,X,,,
Walmart Product Identifier,WPID,WPID,X,X,X,,Alternate unique identifier of Walmart product item,3/19/2018
Warden,WRDN,,,,,,,
Warehouse,WHSE,WHSE,,X,,,,
Warehouse Pack,WHPK,,,X,,,,
Warehousing,WHSNG,,,,,,,
Warning,WARNG,,,,,,,
Warrant,WRRNT,,,,,,,
Warranty,WRNTY,,,,,,,
Wash,WASH,,,,,,,
Washing,WSHG,,,,,,,
Washout,WSHOT,,,,,,,
Waste,WST,,,,,,,
Water,WTR,,,,,,,
Weather,WEA,,,,,,,
Weathering,WEA,,,,,,,
Wednesday,WED,,,,,,,
Week,WK,WK,,X,X,,,
Week To Date,WTD,WTD,,X,X,,Units measured for the current week till date,
Weekday,WKDAY,WKDAY,,,X,,,
Weekly,WKLY,WKLY,,,X,,A weekly measure for some entity.,
Weeks,WEEKS,,,,,,,
Weighing,WEIGN,,,,,,,
weight,WT,,,,,,,
Weight,WT,WT,,X,X,,,
Weighted,WGTD,,,,,,,
Weighting,WGTG,,,,,,,
Weights,WGTS,,,,,,,
West,WEST,,,,,,,
Western,WSTRN,,,,,,,
Westside,WSIDE,,,,,,,
Wet,WET,,,,,,,
Wheel,WHL,,,,,,,
Wheeler,WHLR,,,,,,,
When,WHEN,,,,,,,
Whisper,WHSPR,,,,,,,
White,WHT,,,,,,,
White Glove Delivery,WGD,WGD,,X,X,,White Glove Delivery (WGD) is additional services provided to the customers at the time of delivery which enhances the delivery experience and provides convenience to the customers. ,
Whole,WHOLE,,,,,,,
Wholesale,WHLSL,,,,,,,
Wholesaler,WHSLR,,,,,,,
Wide,WD,,,,,,,
Width,WDTH,WDTH,,X,X,,,
Wind,WIND,,,,,,,
Window,WNDW,,,,,,,
Wire,WIRE,,,,,,,
Wiring,WIRG,,,,,,,
With,WITH,,,,,,,
Withdrawal,WTHDL,,,,,,,
Withheld,WH,,,,,,,
Withholding,WH,WH,,X,X,,Withholding,
Without,WTOT,,,,,,,
Witness,WTNS,,,,,,,
Women,WMN,,,,,,,
Woodwork,WDWRK,,,,,,,
Woolen,WOOL,,,,,,,
Word,WORD,,,,,,,
Work,WRK,,,,,,,
Work In Process,WIP,,,,,,,
Workday,WKDAY,,,,,,,
Workdays,WKDAY,,,,,,,
Worked,WRKD,,,,,,,
Worker,WRKR,,,,,,,
Workers,WRKRS,,,,,,,
Working,WRKG,,,,,,,
Workorder,WO,,,,,,,
Worksheet,WKSHT,,,,,,,
Workshop,WKSHP,,,,,,,
World,WLD,,,,,,,
Worldwide,WW,,,,,,,
Worth,WORTH,,,,,,,
Wrecker,WRCKR,,,,,,,
Wrecking,WRCKG,,,,,,,
Write,WRITE,,,,,,,
Writer,WRTR,,,,,,,
Writes,WRITS,,,,,,,
Writing,WRITE,,,,,,,
Written,WRITN,,,,,,,
Yacht,YCHT,,,,,,,
Yard,YD,,,,,,,
Year,YR,YR,,X,X, ,The year part of a date; where the month or day is not relevant; not stored or is not available.  Use NBR as classword instead.  E.g. FISCAL_YR_NBR,
Year To Date,YTD,YTD,,,X,,Units measured for the current year till date,
Year To Month,YTM,,,,,,,
Yearly,YRLY,YRLY,,X,X,,Derivative of the noun YEAR.,
Yearmonth,YYYYMM,YYYYMM,,X,X, ,Year and month together as 6 digits. Month must have leading zero when single digit. Example 201214 represents December; 2012.  Use NBR as classword instead.  E.g. PYMT_YYYYMM_NBR,
Years,YRS,,,,,,,
Yellow,YLW,,,,,,,
Yes,YES,,,,,,,
Yes No,YN,YN,,X,X,,,
Yesno,YN,YN,,X,X, ,Either Y or N. These elements are sometimes called 'flagsê or _indicatorsê.  Use IND as classword instead. E.g. Yesno should be renamed as Response Indicator,
Yield,YLD,,,,,,,
Yogurt,YGRT,,,,,,,
Young,YNG,,,,,,,
Youth,YTH,,,,,,,
Zero,0,,,,,,,
Zip,ZIP,,,,,,,
Zipcode,ZIPCD,,,,,,,
Zone,ZONE,,,,,,,
